site,location,date,column_position,temp_c,category,,,,,,,
,,,,,,,AQUE,outside,39797,top,13.49972222,outside_top
,,,,,,,AQUE,outside,39798,top,13.11736111,outside_top
,,,,,,,AQUE,outside,39801,top,13.61666667,outside_top
,,,,,,,AQUE,outside,39802,top,13.52555556,outside_top
,,,,,,,AQUE,outside,39803,top,13.80666667,outside_top
,,,,,,,AQUE,outside,39804,top,13.87666667,outside_top
,,,,,,,AQUE,outside,39805,top,13.48902778,outside_top
,,,,,,,AQUE,outside,39806,top,13.17958333,outside_top
,,,,,,,AQUE,outside,39807,top,13.15638889,outside_top
,,,,,,,AQUE,outside,39808,top,13.04902778,outside_top
,,,,,,,AQUE,outside,39809,top,13.02222222,outside_top
,,,,,,,AQUE,outside,39810,top,12.95444444,outside_top
,,,,,,,AQUE,outside,39811,top,12.99555556,outside_top
,,,,,,,AQUE,outside,39812,top,13.02888889,outside_top
,,,,,,,AQUE,outside,39813,top,13.07944444,outside_top
,,,,,,,AQUE,outside,39814,top,13.05305556,outside_top
,,,,,,,AQUE,outside,39815,top,13.29166667,outside_top
,,,,,,,AQUE,outside,39816,top,13.28652778,outside_top
,,,,,,,AQUE,outside,39817,top,13.16694444,outside_top
,,,,,,,AQUE,outside,39818,top,13.1625,outside_top
,,,,,,,AQUE,outside,39819,top,13.10138889,outside_top
,,,,,,,AQUE,outside,39820,top,13.14680556,outside_top
,,,,,,,AQUE,outside,39821,top,13.235,outside_top
,,,,,,,AQUE,outside,39822,top,13.23569444,outside_top
,,,,,,,AQUE,outside,39823,top,13.26166667,outside_top
,,,,,,,AQUE,outside,39824,top,13.22402778,outside_top
,,,,,,,AQUE,outside,39825,top,13.33388889,outside_top
,,,,,,,AQUE,outside,39826,top,13.385,outside_top
,,,,,,,AQUE,outside,39827,top,13.47361111,outside_top
,,,,,,,AQUE,outside,39828,top,13.42111111,outside_top
,,,,,,,AQUE,outside,39829,top,13.32194444,outside_top
,,,,,,,AQUE,outside,39830,top,13.26944444,outside_top
,,,,,,,AQUE,outside,39831,top,13.26166667,outside_top
,,,,,,,AQUE,outside,39832,top,13.4025,outside_top
,,,,,,,AQUE,outside,39833,top,13.68722222,outside_top
,,,,,,,AQUE,outside,39834,top,13.90319444,outside_top
,,,,,,,AQUE,outside,39835,top,13.95291667,outside_top
,,,,,,,AQUE,outside,39836,top,14.00736111,outside_top
,,,,,,,AQUE,outside,39837,top,14.14138889,outside_top
,,,,,,,AQUE,outside,39838,top,13.74277778,outside_top
,,,,,,,AQUE,outside,39839,top,13.04944444,outside_top
,,,,,,,AQUE,outside,39840,top,12.84694444,outside_top
,,,,,,,AQUE,outside,39841,top,13.21541667,outside_top
,,,,,,,AQUE,outside,39842,top,13.33361111,outside_top
,,,,,,,AQUE,outside,39843,top,13.17916667,outside_top
,,,,,,,AQUE,outside,39844,top,13.35375,outside_top
,,,,,,,AQUE,outside,39845,top,13.67555556,outside_top
,,,,,,,AQUE,outside,39846,top,13.66638889,outside_top
,,,,,,,AQUE,outside,39847,top,13.69652778,outside_top
,,,,,,,AQUE,outside,39848,top,13.39333333,outside_top
,,,,,,,AQUE,outside,39849,top,13.62236111,outside_top
,,,,,,,AQUE,outside,39850,top,13.61458333,outside_top
,,,,,,,AQUE,outside,39851,top,13.55444444,outside_top
,,,,,,,AQUE,outside,39852,top,13.48111111,outside_top
,,,,,,,AQUE,outside,39853,top,13.36027778,outside_top
,,,,,,,AQUE,outside,39854,top,12.77208333,outside_top
,,,,,,,AQUE,outside,39855,top,12.6525,outside_top
,,,,,,,AQUE,outside,39856,top,12.45597222,outside_top
,,,,,,,AQUE,outside,39857,top,12.21694444,outside_top
,,,,,,,AQUE,outside,39858,top,12.36125,outside_top
,,,,,,,AQUE,outside,39859,top,12.54294583,outside_top
,,,,,,,AQUE,outside,39860,top,12.4775375,outside_top
,,,,,,,AQUE,outside,39861,top,12.5335625,outside_top
,,,,,,,AQUE,outside,39862,top,12.68029861,outside_top
,,,,,,,AQUE,outside,39863,top,12.62884028,outside_top
,,,,,,,AQUE,outside,39864,top,12.66551111,outside_top
,,,,,,,AQUE,outside,39865,top,12.78403056,outside_top
,,,,,,,AQUE,outside,39866,top,12.78015417,outside_top
,,,,,,,AQUE,outside,39867,top,13.02785,outside_top
,,,,,,,AQUE,outside,39868,top,13.05620556,outside_top
,,,,,,,AQUE,outside,39869,top,12.81869306,outside_top
,,,,,,,AQUE,outside,39870,top,12.45564306,outside_top
,,,,,,,AQUE,outside,39871,top,12.30142778,outside_top
,,,,,,,AQUE,outside,39872,top,12.71458056,outside_top
,,,,,,,AQUE,outside,39873,top,12.99302917,outside_top
,,,,,,,AQUE,outside,39874,top,13.05063056,outside_top
,,,,,,,AQUE,outside,39875,top,13.31876389,outside_top
,,,,,,,AQUE,outside,39876,top,13.60309028,outside_top
,,,,,,,AQUE,outside,39877,top,13.03804861,outside_top
,,,,,,,AQUE,outside,39878,top,12.34825278,outside_top
,,,,,,,AQUE,outside,39879,top,11.76489583,outside_top
,,,,,,,AQUE,outside,39880,top,12.03189265,outside_top
,,,,,,,AQUE,outside,39881,top,12.43048472,outside_top
,,,,,,,AQUE,outside,39882,top,12.48423333,outside_top
,,,,,,,AQUE,outside,39883,top,12.6466875,outside_top
,,,,,,,AQUE,outside,39884,top,13.06989722,outside_top
,,,,,,,AQUE,outside,39885,top,13.21548889,outside_top
,,,,,,,AQUE,outside,39886,top,13.19457083,outside_top
,,,,,,,AQUE,outside,39887,top,13.00118889,outside_top
,,,,,,,AQUE,outside,39888,top,13.6655,outside_top
,,,,,,,AQUE,outside,39889,top,13.74824583,outside_top
,,,,,,,AQUE,outside,39891,top,14.75402778,outside_top
,,,,,,,AQUE,outside,39892,top,14.54347222,outside_top
,,,,,,,AQUE,outside,39893,top,13.76847222,outside_top
,,,,,,,AQUE,outside,39894,top,12.01361111,outside_top
,,,,,,,AQUE,outside,39895,top,10.86333333,outside_top
,,,,,,,AQUE,outside,39896,top,11.44361111,outside_top
,,,,,,,AQUE,outside,39897,top,11.90902778,outside_top
,,,,,,,AQUE,outside,39898,top,11.86847222,outside_top
,,,,,,,AQUE,outside,39899,top,12.13319444,outside_top
,,,,,,,AQUE,outside,39900,top,12.30555556,outside_top
,,,,,,,AQUE,outside,39901,top,13.37680556,outside_top
,,,,,,,AQUE,outside,39902,top,13.64833333,outside_top
,,,,,,,AQUE,outside,39903,top,13.68180556,outside_top
,,,,,,,AQUE,outside,39904,top,13.51694444,outside_top
,,,,,,,AQUE,outside,39905,top,13.72444444,outside_top
,,,,,,,AQUE,outside,39906,top,12.09958333,outside_top
,,,,,,,AQUE,outside,39907,top,11.71527778,outside_top
,,,,,,,AQUE,outside,39908,top,12.67375,outside_top
,,,,,,,AQUE,outside,39909,top,12.79652778,outside_top
,,,,,,,AQUE,outside,39910,top,13.27638889,outside_top
,,,,,,,AQUE,outside,39911,top,13.48916667,outside_top
,,,,,,,AQUE,outside,39912,top,12.83166667,outside_top
,,,,,,,AQUE,outside,39913,top,12.59055556,outside_top
,,,,,,,AQUE,outside,39914,top,11.25416667,outside_top
,,,,,,,AQUE,outside,39915,top,11.07180556,outside_top
,,,,,,,AQUE,outside,39916,top,12.56902778,outside_top
,,,,,,,AQUE,outside,39917,top,12.22805556,outside_top
,,,,,,,AQUE,outside,39918,top,10.44930556,outside_top
,,,,,,,AQUE,outside,39919,top,9.764722222,outside_top
,,,,,,,AQUE,outside,39920,top,9.856527778,outside_top
,,,,,,,AQUE,outside,39921,top,10.57152778,outside_top
,,,,,,,AQUE,outside,39922,top,11.71013889,outside_top
,,,,,,,AQUE,outside,39923,top,12.01902778,outside_top
,,,,,,,AQUE,outside,39924,top,12.62194444,outside_top
,,,,,,,AQUE,outside,39925,top,12.84416667,outside_top
,,,,,,,AQUE,outside,39926,top,13.20791667,outside_top
,,,,,,,AQUE,outside,39927,top,12.82875,outside_top
,,,,,,,AQUE,outside,39928,top,11.27555556,outside_top
,,,,,,,AQUE,outside,39929,top,10.50472222,outside_top
,,,,,,,AQUE,outside,39930,top,11.41416667,outside_top
,,,,,,,AQUE,outside,39931,top,11.45208333,outside_top
,,,,,,,AQUE,outside,39932,top,11.31361111,outside_top
,,,,,,,AQUE,outside,39933,top,12.40611111,outside_top
,,,,,,,AQUE,outside,39934,top,12.92569444,outside_top
,,,,,,,AQUE,outside,39935,top,12.38388889,outside_top
,,,,,,,AQUE,outside,39936,top,11.09875,outside_top
,,,,,,,AQUE,outside,39937,top,10.95041667,outside_top
,,,,,,,AQUE,outside,39938,top,10.42069444,outside_top
,,,,,,,AQUE,outside,39939,top,10.25333333,outside_top
,,,,,,,AQUE,outside,39940,top,10.35916667,outside_top
,,,,,,,AQUE,outside,39941,top,10.97930556,outside_top
,,,,,,,AQUE,outside,39942,top,12.66180556,outside_top
,,,,,,,AQUE,outside,39943,top,13.01513889,outside_top
,,,,,,,AQUE,outside,39944,top,12.86194444,outside_top
,,,,,,,AQUE,outside,39945,top,13.56152778,outside_top
,,,,,,,AQUE,outside,39946,top,13.77125,outside_top
,,,,,,,AQUE,outside,39947,top,12.20680556,outside_top
,,,,,,,AQUE,outside,39948,top,13.77819444,outside_top
,,,,,,,AQUE,outside,39949,top,14.86027778,outside_top
,,,,,,,AQUE,outside,39950,top,14.95236111,outside_top
,,,,,,,AQUE,outside,39951,top,14.34736111,outside_top
,,,,,,,AQUE,outside,39952,top,14.57861111,outside_top
,,,,,,,AQUE,outside,39953,top,14.68708333,outside_top
,,,,,,,AQUE,outside,39954,top,14.75791667,outside_top
,,,,,,,AQUE,outside,39955,top,14.56763889,outside_top
,,,,,,,AQUE,outside,39956,top,13.69013889,outside_top
,,,,,,,AQUE,outside,39957,top,13.41055556,outside_top
,,,,,,,AQUE,outside,39958,top,13.15083333,outside_top
,,,,,,,AQUE,outside,39959,top,13.67791667,outside_top
,,,,,,,AQUE,outside,39960,top,13.69791667,outside_top
,,,,,,,AQUE,outside,39961,top,14.49138889,outside_top
,,,,,,,AQUE,outside,39962,top,14.45138889,outside_top
,,,,,,,AQUE,outside,39963,top,13.60472222,outside_top
,,,,,,,AQUE,outside,39964,top,14.00777778,outside_top
,,,,,,,AQUE,outside,39965,top,14.65833333,outside_top
,,,,,,,AQUE,outside,39966,top,15.10777778,outside_top
,,,,,,,AQUE,outside,39967,top,15.38402778,outside_top
,,,,,,,AQUE,outside,39968,top,15.63194444,outside_top
,,,,,,,AQUE,outside,39969,top,15.5725,outside_top
,,,,,,,AQUE,outside,39970,top,15.43611111,outside_top
,,,,,,,AQUE,outside,39971,top,14.76138889,outside_top
,,,,,,,AQUE,outside,39972,top,14.64777778,outside_top
,,,,,,,AQUE,outside,39973,top,14.52805556,outside_top
,,,,,,,AQUE,outside,39974,top,14.18416667,outside_top
,,,,,,,AQUE,outside,39975,top,14.2375,outside_top
,,,,,,,AQUE,outside,39976,top,14.87472222,outside_top
,,,,,,,AQUE,outside,39977,top,14.66388889,outside_top
,,,,,,,AQUE,outside,39978,top,13.03597222,outside_top
,,,,,,,AQUE,outside,39979,top,13.43930556,outside_top
,,,,,,,AQUE,outside,39980,top,16.12194444,outside_top
,,,,,,,AQUE,outside,39981,top,16.71277778,outside_top
,,,,,,,AQUE,outside,39983,top,16.71541667,outside_top
,,,,,,,AQUE,outside,39984,top,15.64902778,outside_top
,,,,,,,AQUE,outside,39985,top,13.03319444,outside_top
,,,,,,,AQUE,outside,39986,top,13.57319444,outside_top
,,,,,,,AQUE,outside,39987,top,15.77222222,outside_top
,,,,,,,AQUE,outside,39988,top,16.22777778,outside_top
,,,,,,,AQUE,outside,39989,top,14.60819444,outside_top
,,,,,,,AQUE,outside,39990,top,14.50236111,outside_top
,,,,,,,AQUE,outside,39991,top,15.025,outside_top
,,,,,,,AQUE,outside,39992,top,15.09916667,outside_top
,,,,,,,AQUE,outside,39993,top,14.48833333,outside_top
,,,,,,,AQUE,outside,39994,top,14.38569444,outside_top
,,,,,,,AQUE,outside,39995,top,13.81305556,outside_top
,,,,,,,AQUE,outside,39996,top,14.32791667,outside_top
,,,,,,,AQUE,outside,39997,top,14.50027778,outside_top
,,,,,,,AQUE,outside,39998,top,13.96527778,outside_top
,,,,,,,AQUE,outside,39999,top,13.84555556,outside_top
,,,,,,,AQUE,outside,40000,top,14.71375,outside_top
,,,,,,,AQUE,outside,40001,top,16.28402778,outside_top
,,,,,,,AQUE,outside,40002,top,17.07958333,outside_top
,,,,,,,AQUE,outside,40003,top,16.40652778,outside_top
,,,,,,,AQUE,outside,40004,top,16.35333333,outside_top
,,,,,,,AQUE,outside,40005,top,16.14263889,outside_top
,,,,,,,AQUE,outside,40006,top,16.325,outside_top
,,,,,,,AQUE,outside,40007,top,16.93666667,outside_top
,,,,,,,AQUE,outside,40008,top,16.30013889,outside_top
,,,,,,,AQUE,outside,40009,top,14.20722222,outside_top
,,,,,,,AQUE,outside,40010,top,14.56222222,outside_top
,,,,,,,AQUE,outside,40011,top,15.29375,outside_top
,,,,,,,AQUE,outside,40012,top,15.42055556,outside_top
,,,,,,,AQUE,outside,40013,top,15.05208333,outside_top
,,,,,,,AQUE,outside,40014,top,15.46513889,outside_top
,,,,,,,AQUE,outside,40015,top,15.57194444,outside_top
,,,,,,,AQUE,outside,40016,top,15.38791667,outside_top
,,,,,,,AQUE,outside,40017,top,16.33375,outside_top
,,,,,,,AQUE,outside,40018,top,16.44277778,outside_top
,,,,,,,AQUE,outside,40019,top,16.62930556,outside_top
,,,,,,,AQUE,outside,40020,top,17.06138889,outside_top
,,,,,,,AQUE,outside,40021,top,17.00305556,outside_top
,,,,,,,AQUE,outside,40022,top,16.22263889,outside_top
,,,,,,,AQUE,outside,40023,top,16.94125,outside_top
,,,,,,,AQUE,outside,40024,top,16.59611111,outside_top
,,,,,,,AQUE,outside,40025,top,16.37541667,outside_top
,,,,,,,AQUE,outside,40026,top,16.50652778,outside_top
,,,,,,,AQUE,outside,40027,top,16.32430556,outside_top
,,,,,,,AQUE,outside,40028,top,16.43125,outside_top
,,,,,,,AQUE,outside,40029,top,17.39180556,outside_top
,,,,,,,AQUE,outside,40030,top,17.16569444,outside_top
,,,,,,,AQUE,outside,40031,top,13.85013889,outside_top
,,,,,,,AQUE,outside,40032,top,13.32708333,outside_top
,,,,,,,AQUE,outside,40033,top,14.31888889,outside_top
,,,,,,,AQUE,outside,40034,top,15.28277778,outside_top
,,,,,,,AQUE,outside,40035,top,15.91708333,outside_top
,,,,,,,AQUE,outside,40036,top,14.58208333,outside_top
,,,,,,,AQUE,outside,40037,top,14.30625,outside_top
,,,,,,,AQUE,outside,40038,top,14.40013889,outside_top
,,,,,,,AQUE,outside,40039,top,14.52986111,outside_top
,,,,,,,AQUE,outside,40040,top,14.985,outside_top
,,,,,,,AQUE,outside,40041,top,15.63194444,outside_top
,,,,,,,AQUE,outside,40042,top,15.57527778,outside_top
,,,,,,,AQUE,outside,40043,top,15.68555556,outside_top
,,,,,,,AQUE,outside,40044,top,15.60805556,outside_top
,,,,,,,AQUE,outside,40045,top,15.56972222,outside_top
,,,,,,,AQUE,outside,40046,top,15.51069444,outside_top
,,,,,,,AQUE,outside,40047,top,15.87708333,outside_top
,,,,,,,AQUE,outside,40048,top,15.33527778,outside_top
,,,,,,,AQUE,outside,40049,top,15.22833333,outside_top
,,,,,,,AQUE,outside,40050,top,15.57416667,outside_top
,,,,,,,AQUE,outside,40051,top,16.13875,outside_top
,,,,,,,AQUE,outside,40052,top,16.34736111,outside_top
,,,,,,,AQUE,outside,40053,top,16.59722222,outside_top
,,,,,,,AQUE,outside,40054,top,16.53236111,outside_top
,,,,,,,AQUE,outside,40055,top,16.73319444,outside_top
,,,,,,,AQUE,outside,40056,top,17.31416667,outside_top
,,,,,,,AQUE,outside,40057,top,17.45472222,outside_top
,,,,,,,AQUE,outside,40058,top,16.96444444,outside_top
,,,,,,,AQUE,outside,40059,top,17.26138889,outside_top
,,,,,,,AQUE,outside,40060,top,17.82458333,outside_top
,,,,,,,AQUE,outside,40061,top,17.99111111,outside_top
,,,,,,,AQUE,outside,40062,top,18.75930556,outside_top
,,,,,,,AQUE,outside,40063,top,17.68944444,outside_top
,,,,,,,AQUE,outside,40064,top,19.02208333,outside_top
,,,,,,,AQUE,outside,40066,top,18.73763889,outside_top
,,,,,,,AQUE,outside,40067,top,18.92847222,outside_top
,,,,,,,AQUE,outside,40068,top,18.89111111,outside_top
,,,,,,,AQUE,outside,40069,top,18.87597222,outside_top
,,,,,,,AQUE,outside,40070,top,17.58527778,outside_top
,,,,,,,AQUE,outside,40071,top,17.45069444,outside_top
,,,,,,,AQUE,outside,40072,top,18.40694444,outside_top
,,,,,,,AQUE,outside,40073,top,17.95472222,outside_top
,,,,,,,AQUE,outside,40074,top,18.24763889,outside_top
,,,,,,,AQUE,outside,40075,top,18.30805556,outside_top
,,,,,,,AQUE,outside,40076,top,18.31805556,outside_top
,,,,,,,AQUE,outside,40077,top,18.40055556,outside_top
,,,,,,,AQUE,outside,40078,top,18.77722222,outside_top
,,,,,,,AQUE,outside,40079,top,18.86777778,outside_top
,,,,,,,AQUE,outside,40080,top,18.70277778,outside_top
,,,,,,,AQUE,outside,40081,top,18.74152778,outside_top
,,,,,,,AQUE,outside,40082,top,18.7225,outside_top
,,,,,,,AQUE,outside,40083,top,18.53402778,outside_top
,,,,,,,AQUE,outside,40084,top,18.02611111,outside_top
,,,,,,,AQUE,outside,40085,top,16.82138889,outside_top
,,,,,,,AQUE,outside,40086,top,15.20083333,outside_top
,,,,,,,AQUE,outside,40087,top,17.90777778,outside_top
,,,,,,,AQUE,outside,40088,top,18.52875,outside_top
,,,,,,,AQUE,outside,40089,top,18.38861111,outside_top
,,,,,,,AQUE,outside,40090,top,13.85375,outside_top
,,,,,,,AQUE,outside,40091,top,12.40486111,outside_top
,,,,,,,AQUE,outside,40092,top,14.62402778,outside_top
,,,,,,,AQUE,outside,40093,top,16.51111111,outside_top
,,,,,,,AQUE,outside,40094,top,15.82347222,outside_top
,,,,,,,AQUE,outside,40095,top,16.10680556,outside_top
,,,,,,,AQUE,outside,40096,top,16.88319444,outside_top
,,,,,,,AQUE,outside,40097,top,17.00291667,outside_top
,,,,,,,AQUE,outside,40098,top,17.20361111,outside_top
,,,,,,,AQUE,outside,40099,top,18.07236111,outside_top
,,,,,,,AQUE,outside,40100,top,18.35402778,outside_top
,,,,,,,AQUE,outside,40101,top,18.49194444,outside_top
,,,,,,,AQUE,outside,40102,top,18.46416667,outside_top
,,,,,,,AQUE,outside,40103,top,18.47041667,outside_top
,,,,,,,AQUE,outside,40104,top,18.54277778,outside_top
,,,,,,,AQUE,outside,40105,top,18.07291667,outside_top
,,,,,,,AQUE,outside,40106,top,15.21402778,outside_top
,,,,,,,AQUE,outside,40107,top,16.28416667,outside_top
,,,,,,,AQUE,outside,40108,top,17.20430556,outside_top
,,,,,,,AQUE,outside,40109,top,18.15194444,outside_top
,,,,,,,AQUE,outside,40110,top,18.375,outside_top
,,,,,,,AQUE,outside,40111,top,18.36736111,outside_top
,,,,,,,AQUE,outside,40112,top,18.79055556,outside_top
,,,,,,,AQUE,outside,40113,top,16.94958333,outside_top
,,,,,,,AQUE,outside,40114,top,13.36430556,outside_top
,,,,,,,AQUE,outside,40115,top,15.50694444,outside_top
,,,,,,,AQUE,outside,40116,top,17.13958333,outside_top
,,,,,,,AQUE,outside,40117,top,17.19208333,outside_top
,,,,,,,AQUE,outside,40118,top,17.13315789,outside_top
,,,,,,,AQUE,outside,40119,top,17.19708333,outside_top
,,,,,,,AQUE,outside,40120,top,17.08,outside_top
,,,,,,,AQUE,outside,40121,top,16.77125,outside_top
,,,,,,,AQUE,outside,40122,top,16.54027778,outside_top
,,,,,,,AQUE,outside,40123,top,15.63097222,outside_top
,,,,,,,AQUE,outside,40124,top,15.89069444,outside_top
,,,,,,,AQUE,outside,40125,top,16.26527778,outside_top
,,,,,,,AQUE,outside,40126,top,16.42736111,outside_top
,,,,,,,AQUE,outside,40127,top,16.47805556,outside_top
,,,,,,,AQUE,outside,40128,top,16.49791667,outside_top
,,,,,,,AQUE,outside,40129,top,16.29708333,outside_top
,,,,,,,AQUE,outside,40130,top,15.94402778,outside_top
,,,,,,,AQUE,outside,40131,top,14.95833333,outside_top
,,,,,,,AQUE,outside,40132,top,15.28569444,outside_top
,,,,,,,AQUE,outside,40133,top,15.73333333,outside_top
,,,,,,,AQUE,outside,40134,top,15.78388889,outside_top
,,,,,,,AQUE,outside,40135,top,15.28708333,outside_top
,,,,,,,AQUE,outside,40136,top,15.55680556,outside_top
,,,,,,,AQUE,outside,40137,top,15.55625,outside_top
,,,,,,,AQUE,outside,40138,top,14.77430556,outside_top
,,,,,,,AQUE,outside,40139,top,15.35555556,outside_top
,,,,,,,AQUE,outside,40140,top,15.70736111,outside_top
,,,,,,,AQUE,outside,40141,top,15.87972222,outside_top
,,,,,,,AQUE,outside,40142,top,15.77722222,outside_top
,,,,,,,AQUE,outside,40143,top,15.66736111,outside_top
,,,,,,,AQUE,outside,40144,top,15.57222222,outside_top
,,,,,,,AQUE,outside,40145,top,14.39680556,outside_top
,,,,,,,AQUE,outside,40146,top,13.90736111,outside_top
,,,,,,,AQUE,outside,40147,top,15.05361111,outside_top
,,,,,,,AQUE,outside,40148,top,15.10138889,outside_top
,,,,,,,AQUE,outside,40149,top,15.12208333,outside_top
,,,,,,,AQUE,outside,40150,top,14.95527778,outside_top
,,,,,,,AQUE,outside,40151,top,14.87402778,outside_top
,,,,,,,AQUE,outside,40152,top,14.82652778,outside_top
,,,,,,,AQUE,outside,40153,top,14.75638889,outside_top
,,,,,,,AQUE,outside,40154,top,14.65402778,outside_top
,,,,,,,AQUE,outside,40155,top,14.01333333,outside_top
,,,,,,,AQUE,outside,40156,top,14.10277778,outside_top
,,,,,,,AQUE,outside,40157,top,14.42791667,outside_top
,,,,,,,AQUE,outside,40158,top,14.28916667,outside_top
,,,,,,,AQUE,outside,40159,top,14.28736111,outside_top
,,,,,,,AQUE,outside,40160,top,14.2675,outside_top
,,,,,,,AQUE,outside,40161,top,14.27486111,outside_top
,,,,,,,AQUE,outside,40162,top,14.30166667,outside_top
,,,,,,,AQUE,outside,40163,top,14.20791667,outside_top
,,,,,,,AQUE,outside,40164,top,14.20111111,outside_top
,,,,,,,AQUE,outside,40165,top,14.63539167,outside_top
,,,,,,,AQUE,outside,40166,top,14.81944444,outside_top
,,,,,,,AQUE,outside,40167,top,14.79444444,outside_top
,,,,,,,AQUE,outside,40168,top,14.70847222,outside_top
,,,,,,,AQUE,outside,40169,top,14.19763889,outside_top
,,,,,,,AQUE,outside,40170,top,13.42861111,outside_top
,,,,,,,AQUE,outside,40171,top,13.65958333,outside_top
,,,,,,,AQUE,outside,40172,top,13.88041667,outside_top
,,,,,,,AQUE,outside,40173,top,14.12194444,outside_top
,,,,,,,AQUE,outside,40174,top,14.25361111,outside_top
,,,,,,,AQUE,outside,40175,top,14.25416667,outside_top
,,,,,,,AQUE,outside,40176,top,14.32513889,outside_top
,,,,,,,AQUE,outside,40177,top,14.31305556,outside_top
,,,,,,,AQUE,outside,40178,top,14.31222222,outside_top
,,,,,,,AQUE,outside,40179,top,14.37958333,outside_top
,,,,,,,AQUE,outside,40180,top,14.45208333,outside_top
,,,,,,,AQUE,outside,40181,top,14.59708333,outside_top
,,,,,,,AQUE,outside,40182,top,14.50680556,outside_top
,,,,,,,AQUE,outside,40183,top,14.75013889,outside_top
,,,,,,,AQUE,outside,40184,top,14.96972222,outside_top
,,,,,,,AQUE,outside,40185,top,14.88902778,outside_top
,,,,,,,AQUE,outside,40186,top,14.98888889,outside_top
,,,,,,,AQUE,outside,40187,top,14.95805556,outside_top
,,,,,,,AQUE,outside,40188,top,14.90805556,outside_top
,,,,,,,AQUE,outside,40189,top,14.89986111,outside_top
,,,,,,,AQUE,outside,40190,top,14.97611111,outside_top
,,,,,,,AQUE,outside,40191,top,14.92027778,outside_top
,,,,,,,AQUE,outside,40192,top,14.55666667,outside_top
,,,,,,,AQUE,outside,40193,top,14.76875,outside_top
,,,,,,,AQUE,outside,40194,top,15.00402778,outside_top
,,,,,,,AQUE,outside,40195,top,14.92833333,outside_top
,,,,,,,AQUE,outside,40196,top,14.81958333,outside_top
,,,,,,,AQUE,outside,40197,top,14.77666667,outside_top
,,,,,,,AQUE,outside,40198,top,14.70902778,outside_top
,,,,,,,AQUE,outside,40199,top,14.54805556,outside_top
,,,,,,,AQUE,outside,40200,top,14.50944444,outside_top
,,,,,,,AQUE,outside,40201,top,14.54597222,outside_top
,,,,,,,AQUE,outside,40202,top,14.59902778,outside_top
,,,,,,,AQUE,outside,40203,top,14.45819444,outside_top
,,,,,,,AQUE,outside,40204,top,14.46375,outside_top
,,,,,,,AQUE,outside,40205,top,14.37930556,outside_top
,,,,,,,AQUE,outside,40206,top,14.49791667,outside_top
,,,,,,,AQUE,outside,40207,top,14.56625,outside_top
,,,,,,,AQUE,outside,40208,top,14.59402778,outside_top
,,,,,,,AQUE,outside,40209,top,14.57375,outside_top
,,,,,,,AQUE,outside,40210,top,14.57652778,outside_top
,,,,,,,AQUE,outside,40211,top,14.58527778,outside_top
,,,,,,,AQUE,outside,40212,top,14.49166667,outside_top
,,,,,,,AQUE,outside,40213,top,14.63888889,outside_top
,,,,,,,AQUE,outside,40214,top,14.72597222,outside_top
,,,,,,,AQUE,outside,40215,top,14.65305556,outside_top
,,,,,,,AQUE,outside,40216,top,14.21444444,outside_top
,,,,,,,AQUE,outside,40217,top,14.03777778,outside_top
,,,,,,,AQUE,outside,40218,top,13.87472222,outside_top
,,,,,,,AQUE,outside,40219,top,13.84902778,outside_top
,,,,,,,AQUE,outside,40220,top,13.81097222,outside_top
,,,,,,,AQUE,outside,40221,top,13.93208333,outside_top
,,,,,,,AQUE,outside,40222,top,14.00277778,outside_top
,,,,,,,AQUE,outside,40223,top,14.55902778,outside_top
,,,,,,,AQUE,outside,40224,top,14.41166667,outside_top
,,,,,,,AQUE,outside,40225,top,14.19805556,outside_top
,,,,,,,AQUE,outside,40226,top,14.32847222,outside_top
,,,,,,,AQUE,outside,40227,top,14.32847222,outside_top
,,,,,,,AQUE,outside,40228,top,14.54722222,outside_top
,,,,,,,AQUE,outside,40229,top,14.69416667,outside_top
,,,,,,,AQUE,outside,40230,top,14.55736111,outside_top
,,,,,,,AQUE,outside,40231,top,14.08652778,outside_top
,,,,,,,AQUE,outside,40232,top,14.19416667,outside_top
,,,,,,,AQUE,outside,40233,top,14.23986111,outside_top
,,,,,,,AQUE,outside,40234,top,14.44527778,outside_top
,,,,,,,AQUE,outside,40235,top,14.92930556,outside_top
,,,,,,,AQUE,outside,40236,top,15.00458333,outside_top
,,,,,,,AQUE,outside,40237,top,14.82736111,outside_top
,,,,,,,AQUE,outside,40238,top,14.82486111,outside_top
,,,,,,,AQUE,outside,40239,top,14.61208333,outside_top
,,,,,,,AQUE,outside,40240,top,14.37277778,outside_top
,,,,,,,AQUE,outside,40241,top,13.84138889,outside_top
,,,,,,,AQUE,outside,40242,top,13.25611111,outside_top
,,,,,,,AQUE,outside,40243,top,13.28611111,outside_top
,,,,,,,AQUE,outside,40244,top,13.55,outside_top
,,,,,,,AQUE,outside,40245,top,12.96541667,outside_top
,,,,,,,AQUE,outside,40246,top,11.72319444,outside_top
,,,,,,,AQUE,outside,40247,top,10.75236111,outside_top
,,,,,,,AQUE,outside,40248,top,10.75861111,outside_top
,,,,,,,AQUE,outside,40249,top,10.83986111,outside_top
,,,,,,,AQUE,outside,40250,top,11.00638889,outside_top
,,,,,,,AQUE,outside,40251,top,11.06794118,outside_top
,,,,,,,AQUE,outside,40252,top,12.09541667,outside_top
,,,,,,,AQUE,outside,40253,top,12.50819444,outside_top
